state,diet_need,day_of_week,meal_type,dish,allergens,instructions,exercise,warning
Andhra Pradesh,weight_gain,Tuesday,dinner,Chepala Pulusu with Rice and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Wednesday,breakfast,Dosa with Mutton Keema and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Wednesday,lunch,Andhra Prawn Fry with Rice and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Wednesday,snack,Paneer Tikka (large),None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Wednesday,dinner,Chicken Kura with Butter Naan,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Thursday,breakfast,Poori with Chicken Curry and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Thursday,lunch,Mutton Fry with Jowar Roti and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Thursday,snack,Dry Fruits (large portion),None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Thursday,dinner,Bommidala Pulusu with Rice,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Friday,breakfast,Upma with Egg Bhurji and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Friday,lunch,Hyderabad Chicken Biryani with extra oil,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Friday,snack,Protein Shake with Milk and Banana,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Friday,dinner,Ulavacharu Chicken with Rice,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Saturday,breakfast,Punugulu with Chicken Fry and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Saturday,lunch,Chepala Vepudu with Rice and Butter,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Saturday,snack,Sweet Potato (large),None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Saturday,dinner,Mutton Mandi with extra meat,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Sunday,breakfast,Aloo Bajji with Sev,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Sunday,lunch,Full Andhra Meals with Fish Fry and Sweets,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Sunday,snack,Bobbatlu (2 pcs),None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,weight_gain,Sunday,dinner,Andhra Chicken Pulao with extra Chicken,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Monday,breakfast,Pesarattu,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Monday,lunch,Andhra Style Vegetable Pulao,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Monday,snack,Buttermilk,Milk,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Monday,dinner,Sorakaya Pachadi with Rice,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Tuesday,breakfast,Upma,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Tuesday,lunch,Kandi Pappu with Rice,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Tuesday,snack,Apple,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Tuesday,dinner,Vankaya Kura with Jowar Roti,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Wednesday,breakfast,Idli with Sambar,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Wednesday,lunch,Gongura Pappu with Rice,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Wednesday,snack,Sprouts,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Wednesday,dinner,Vegetable Stew,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Thursday,breakfast,Dosa,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Thursday,lunch,Chapati with Tomato Pappu,Wheat,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Thursday,snack,Orange,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Thursday,dinner,Moong Dal Cheela,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Friday,breakfast,Attu,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Friday,lunch,Fish Pulusu with Rice,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Friday,snack,Cucumber,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Friday,dinner,Chicken Curry with Roti,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Saturday,breakfast,Puri with Potato Curry,Wheat,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Saturday,lunch,Andhra Meal,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Saturday,snack,Yogurt,Milk,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Saturday,dinner,Mixed Vegetable Khichdi,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Sunday,breakfast,Punugulu,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Sunday,lunch,Chicken Biryani,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Sunday,snack,Guava,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Andhra Pradesh,maintaining_balanced_diet,Sunday,dinner,Tomato Soup,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Monday,breakfast,Poha with Sev,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Monday,lunch,Dal Bafla (less ghee) with Sabzi,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Monday,snack,Buttermilk,Milk,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Monday,dinner,Moong Dal Khichdi,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Tuesday,breakfast,Upma,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Tuesday,lunch,Besan Gatta Sabzi with Roti,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Tuesday,snack,Apple,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Tuesday,dinner,Lauki Sabzi with Chapati,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Wednesday,breakfast,Sabudana Khichdi,Peanuts,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Wednesday,lunch,Mix Veg with Roti,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Wednesday,snack,Sprouts,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Wednesday,dinner,Palak Dal,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Thursday,breakfast,Dalia,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Thursday,lunch,Dal Fry with Rice,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Thursday,snack,Orange,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Thursday,dinner,Lentil Soup,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Friday,breakfast,Oats with Fruits,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Friday,lunch,Bhindi Sabzi with Roti,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Friday,snack,Cucumber,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Friday,dinner,Chana Dal with Roti,Wheat,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Saturday,breakfast,Fruit Smoothie,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Saturday,lunch,Paneer Bhurji with Roti,Milk,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Saturday,snack,Yogurt,Milk,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Saturday,dinner,Mixed Vegetable Khichdi,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Sunday,breakfast,Patties (moderated),None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Sunday,lunch,Bhopali Gosht (less oil) with Roti,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Sunday,snack,Almonds,Nuts,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_loss,Sunday,dinner,Tomato Soup,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Monday,breakfast,Poha with Jalebi,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Monday,lunch,Bhopali Gosht with Naan,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Monday,snack,Mawa Bati,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Monday,dinner,Seekh Kebab with Paratha,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Tuesday,breakfast,Dal Bafla with Ghee,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Tuesday,lunch,Palak Gosht,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Tuesday,snack,Malpua,"Wheat, Milk","Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Tuesday,dinner,Chicken Rezala,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Wednesday,breakfast,Patties,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Wednesday,lunch,Indori Poha with Sev,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
